origin_ID,dest_ID,ID,Prediction,date
"AS, NA","US, HI","AS, NA-US, HI",1158,2020-01-01
"AS, NA","US, HI","AS, NA-US, HI",981,2020-01-15
"AS, NA","US, HI","AS, NA-US, HI",812,2020-01-28
"AS, NA","US, HI","AS, NA-US, HI",681,2020-02-10
"AS, NA","US, HI","AS, NA-US, HI",649,2020-02-23
"AS, NA","US, HI","AS, NA-US, HI",589,2020-03-07
"AS, NA","US, HI","AS, NA-US, HI",378,2020-03-20
"AS, NA","US, HI","AS, NA-US, HI",84,2020-04-02
"AS, NA","US, HI","AS, NA-US, HI",0,2020-04-15
"AS, NA","US, HI","AS, NA-US, HI",0,2020-04-28
"AS, NA","US, HI","AS, NA-US, HI",8,2020-05-11
"AS, NA","US, HI","AS, NA-US, HI",2,2020-05-24
"AS, NA","US, HI","AS, NA-US, HI",0,2020-06-06
"AS, NA","US, HI","AS, NA-US, HI",24,2020-06-19
"AS, NA","US, HI","AS, NA-US, HI",107,2020-07-02
"AS, NA","US, HI","AS, NA-US, HI",121,2020-07-15
"AS, NA","US, HI","AS, NA-US, HI",50,2020-07-28
"AS, NA","US, HI","AS, NA-US, HI",0,2020-08-10
"AS, NA","US, HI","AS, NA-US, HI",0,2020-08-23
"AS, NA","US, HI","AS, NA-US, HI",0,2020-09-05
"AS, NA","US, HI","AS, NA-US, HI",0,2020-09-18
"AS, NA","US, HI","AS, NA-US, HI",0,2020-10-01
"AS, NA","US, HI","AS, NA-US, HI",0,2020-10-14
"AS, NA","US, HI","AS, NA-US, HI",0,2020-10-27
"GU, NA","MP, NA","GU, NA-MP, NA",2060,2020-01-01
"GU, NA","MP, NA","GU, NA-MP, NA",1933,2020-01-15
"GU, NA","MP, NA","GU, NA-MP, NA",1960,2020-01-28
"GU, NA","MP, NA","GU, NA-MP, NA",1902,2020-02-10
"GU, NA","MP, NA","GU, NA-MP, NA",1707,2020-02-23
"GU, NA","MP, NA","GU, NA-MP, NA",1342,2020-03-07
"GU, NA","MP, NA","GU, NA-MP, NA",793,2020-03-20
"GU, NA","MP, NA","GU, NA-MP, NA",177,2020-04-02
"GU, NA","MP, NA","GU, NA-MP, NA",0,2020-04-15
"GU, NA","MP, NA","GU, NA-MP, NA",42,2020-04-28
"GU, NA","MP, NA","GU, NA-MP, NA",197,2020-05-11
"GU, NA","MP, NA","GU, NA-MP, NA",258,2020-05-24
"GU, NA","MP, NA","GU, NA-MP, NA",252,2020-06-06
"GU, NA","MP, NA","GU, NA-MP, NA",247,2020-06-19
"GU, NA","MP, NA","GU, NA-MP, NA",254,2020-07-02
"GU, NA","MP, NA","GU, NA-MP, NA",298,2020-07-15
"GU, NA","MP, NA","GU, NA-MP, NA",374,2020-07-28
"GU, NA","MP, NA","GU, NA-MP, NA",367,2020-08-10
"GU, NA","MP, NA","GU, NA-MP, NA",213,2020-08-23
"GU, NA","MP, NA","GU, NA-MP, NA",23,2020-09-05
"GU, NA","MP, NA","GU, NA-MP, NA",0,2020-09-18
"GU, NA","MP, NA","GU, NA-MP, NA",0,2020-10-01
"GU, NA","MP, NA","GU, NA-MP, NA",8,2020-10-14
"GU, NA","MP, NA","GU, NA-MP, NA",5,2020-10-27
"GU, NA","US, AK","GU, NA-US, AK",0,2020-01-01
"GU, NA","US, AK","GU, NA-US, AK",0,2020-01-15
"GU, NA","US, AK","GU, NA-US, AK",0,2020-01-28
"GU, NA","US, AK","GU, NA-US, AK",0,2020-02-10
"GU, NA","US, AK","GU, NA-US, AK",0,2020-02-23
"GU, NA","US, AK","GU, NA-US, AK",0,2020-03-07
"GU, NA","US, AK","GU, NA-US, AK",0,2020-03-20
"GU, NA","US, AK","GU, NA-US, AK",0,2020-04-02
"GU, NA","US, AK","GU, NA-US, AK",0,2020-04-15
"GU, NA","US, AK","GU, NA-US, AK",0,2020-04-28
"GU, NA","US, AK","GU, NA-US, AK",0,2020-05-11
"GU, NA","US, AK","GU, NA-US, AK",0,2020-05-24
"GU, NA","US, AK","GU, NA-US, AK",0,2020-06-06
"GU, NA","US, AK","GU, NA-US, AK",0,2020-06-19
"GU, NA","US, AK","GU, NA-US, AK",0,2020-07-02
"GU, NA","US, AK","GU, NA-US, AK",0,2020-07-15
"GU, NA","US, AK","GU, NA-US, AK",0,2020-07-28
"GU, NA","US, AK","GU, NA-US, AK",0,2020-08-10
"GU, NA","US, AK","GU, NA-US, AK",0,2020-08-23
"GU, NA","US, AK","GU, NA-US, AK",0,2020-09-05
"GU, NA","US, AK","GU, NA-US, AK",0,2020-09-18
"GU, NA","US, AK","GU, NA-US, AK",0,2020-10-01
"GU, NA","US, AK","GU, NA-US, AK",0,2020-10-14
"GU, NA","US, AK","GU, NA-US, AK",0,2020-10-27
"GU, NA","US, CA","GU, NA-US, CA",0,2020-01-01
"GU, NA","US, CA","GU, NA-US, CA",0,2020-01-15
"GU, NA","US, CA","GU, NA-US, CA",0,2020-01-28
"GU, NA","US, CA","GU, NA-US, CA",0,2020-02-10
"GU, NA","US, CA","GU, NA-US, CA",0,2020-02-23
"GU, NA","US, CA","GU, NA-US, CA",0,2020-03-07
"GU, NA","US, CA","GU, NA-US, CA",0,2020-03-20
"GU, NA","US, CA","GU, NA-US, CA",0,2020-04-02
"GU, NA","US, CA","GU, NA-US, CA",0,2020-04-15
"GU, NA","US, CA","GU, NA-US, CA",0,2020-04-28
"GU, NA","US, CA","GU, NA-US, CA",0,2020-05-11
"GU, NA","US, CA","GU, NA-US, CA",0,2020-05-24
"GU, NA","US, CA","GU, NA-US, CA",0,2020-06-06
"GU, NA","US, CA","GU, NA-US, CA",0,2020-06-19
"GU, NA","US, CA","GU, NA-US, CA",0,2020-07-02
"GU, NA","US, CA","GU, NA-US, CA",0,2020-07-15
"GU, NA","US, CA","GU, NA-US, CA",0,2020-07-28
"GU, NA","US, CA","GU, NA-US, CA",0,2020-08-10
"GU, NA","US, CA","GU, NA-US, CA",0,2020-08-23
"GU, NA","US, CA","GU, NA-US, CA",0,2020-09-05
"GU, NA","US, CA","GU, NA-US, CA",0,2020-09-18
"GU, NA","US, CA","GU, NA-US, CA",0,2020-10-01
"GU, NA","US, CA","GU, NA-US, CA",0,2020-10-14
"GU, NA","US, CA","GU, NA-US, CA",0,2020-10-27
"GU, NA","US, HI","GU, NA-US, HI",4189,2020-01-01
"GU, NA","US, HI","GU, NA-US, HI",3672,2020-01-15
"GU, NA","US, HI","GU, NA-US, HI",3288,2020-01-28
"GU, NA","US, HI","GU, NA-US, HI",3070,2020-02-10
"GU, NA","US, HI","GU, NA-US, HI",3203,2020-02-23
"GU, NA","US, HI","GU, NA-US, HI",3101,2020-03-07
"GU, NA","US, HI","GU, NA-US, HI",2120,2020-03-20
"GU, NA","US, HI","GU, NA-US, HI",629,2020-04-02
"GU, NA","US, HI","GU, NA-US, HI",8,2020-04-15
"GU, NA","US, HI","GU, NA-US, HI",171,2020-04-28
"GU, NA","US, HI","GU, NA-US, HI",611,2020-05-11
"GU, NA","US, HI","GU, NA-US, HI",910,2020-05-24
"GU, NA","US, HI","GU, NA-US, HI",1070,2020-06-06
"GU, NA","US, HI","GU, NA-US, HI",1108,2020-06-19
"GU, NA","US, HI","GU, NA-US, HI",1081,2020-07-02
"GU, NA","US, HI","GU, NA-US, HI",1187,2020-07-15
"GU, NA","US, HI","GU, NA-US, HI",1424,2020-07-28
"GU, NA","US, HI","GU, NA-US, HI",1376,2020-08-10
"GU, NA","US, HI","GU, NA-US, HI",798,2020-08-23
"GU, NA","US, HI","GU, NA-US, HI",97,2020-09-05
"GU, NA","US, HI","GU, NA-US, HI",0,2020-09-18
"GU, NA","US, HI","GU, NA-US, HI",0,2020-10-01
"GU, NA","US, HI","GU, NA-US, HI",45,2020-10-14
"GU, NA","US, HI","GU, NA-US, HI",33,2020-10-27
"MP, NA","GU, NA","MP, NA-GU, NA",2268,2020-01-01
"MP, NA","GU, NA","MP, NA-GU, NA",2106,2020-01-15
"MP, NA","GU, NA","MP, NA-GU, NA",2096,2020-01-28
"MP, NA","GU, NA","MP, NA-GU, NA",1972,2020-02-10
"MP, NA","GU, NA","MP, NA-GU, NA",1680,2020-02-23
"MP, NA","GU, NA","MP, NA-GU, NA",1243,2020-03-07
"MP, NA","GU, NA","MP, NA-GU, NA",700,2020-03-20
"MP, NA","GU, NA","MP, NA-GU, NA",154,2020-04-02
"MP, NA","GU, NA","MP, NA-GU, NA",0,2020-04-15
"MP, NA","GU, NA","MP, NA-GU, NA",21,2020-04-28
"MP, NA","GU, NA","MP, NA-GU, NA",156,2020-05-11
"MP, NA","GU, NA","MP, NA-GU, NA",249,2020-05-24
"MP, NA","GU, NA","MP, NA-GU, NA",290,2020-06-06
"MP, NA","GU, NA","MP, NA-GU, NA",299,2020-06-19
"MP, NA","GU, NA","MP, NA-GU, NA",301,2020-07-02
"MP, NA","GU, NA","MP, NA-GU, NA",336,2020-07-15
"MP, NA","GU, NA","MP, NA-GU, NA",406,2020-07-28
"MP, NA","GU, NA","MP, NA-GU, NA",390,2020-08-10
"MP, NA","GU, NA","MP, NA-GU, NA",224,2020-08-23
"MP, NA","GU, NA","MP, NA-GU, NA",24,2020-09-05
"MP, NA","GU, NA","MP, NA-GU, NA",0,2020-09-18
"MP, NA","GU, NA","MP, NA-GU, NA",0,2020-10-01
"MP, NA","GU, NA","MP, NA-GU, NA",8,2020-10-14
"MP, NA","GU, NA","MP, NA-GU, NA",8,2020-10-27
"MP, NA","MP, NA","MP, NA-MP, NA",4572,2020-01-01
"MP, NA","MP, NA","MP, NA-MP, NA",3889,2020-01-15
"MP, NA","MP, NA","MP, NA-MP, NA",3239,2020-01-28
"MP, NA","MP, NA","MP, NA-MP, NA",2587,2020-02-10
"MP, NA","MP, NA","MP, NA-MP, NA",2106,2020-02-23
"MP, NA","MP, NA","MP, NA-MP, NA",1627,2020-03-07
"MP, NA","MP, NA","MP, NA-MP, NA",956,2020-03-20
"MP, NA","MP, NA","MP, NA-MP, NA",224,2020-04-02
"MP, NA","MP, NA","MP, NA-MP, NA",0,2020-04-15
"MP, NA","MP, NA","MP, NA-MP, NA",19,2020-04-28
"MP, NA","MP, NA","MP, NA-MP, NA",248,2020-05-11
"MP, NA","MP, NA","MP, NA-MP, NA",579,2020-05-24
"MP, NA","MP, NA","MP, NA-MP, NA",890,2020-06-06
"MP, NA","MP, NA","MP, NA-MP, NA",1079,2020-06-19
"MP, NA","MP, NA","MP, NA-MP, NA",1189,2020-07-02
"MP, NA","MP, NA","MP, NA-MP, NA",1413,2020-07-15
"MP, NA","MP, NA","MP, NA-MP, NA",1734,2020-07-28
"MP, NA","MP, NA","MP, NA-MP, NA",1682,2020-08-10
"MP, NA","MP, NA","MP, NA-MP, NA",977,2020-08-23
"MP, NA","MP, NA","MP, NA-MP, NA",118,2020-09-05
"MP, NA","MP, NA","MP, NA-MP, NA",0,2020-09-18
"MP, NA","MP, NA","MP, NA-MP, NA",0,2020-10-01
"MP, NA","MP, NA","MP, NA-MP, NA",56,2020-10-14
"MP, NA","MP, NA","MP, NA-MP, NA",40,2020-10-27
"PR, NA","PR, NA","PR, NA-PR, NA",1974,2020-01-01
"PR, NA","PR, NA","PR, NA-PR, NA",1896,2020-01-15
"PR, NA","PR, NA","PR, NA-PR, NA",2000,2020-01-28
"PR, NA","PR, NA","PR, NA-PR, NA",1952,2020-02-10
"PR, NA","PR, NA","PR, NA-PR, NA",1645,2020-02-23
"PR, NA","PR, NA","PR, NA-PR, NA",1178,2020-03-07
"PR, NA","PR, NA","PR, NA-PR, NA",673,2020-03-20
"PR, NA","PR, NA","PR, NA-PR, NA",207,2020-04-02
"PR, NA","PR, NA","PR, NA-PR, NA",10,2020-04-15
"PR, NA","PR, NA","PR, NA-PR, NA",88,2020-04-28
"PR, NA","PR, NA","PR, NA-PR, NA",212,2020-05-11
"PR, NA","PR, NA","PR, NA-PR, NA",270,2020-05-24
"PR, NA","PR, NA","PR, NA-PR, NA",301,2020-06-06
"PR, NA","PR, NA","PR, NA-PR, NA",357,2020-06-19
"PR, NA","PR, NA","PR, NA-PR, NA",426,2020-07-02
"PR, NA","PR, NA","PR, NA-PR, NA",454,2020-07-15
"PR, NA","PR, NA","PR, NA-PR, NA",423,2020-07-28
"PR, NA","PR, NA","PR, NA-PR, NA",331,2020-08-10
"PR, NA","PR, NA","PR, NA-PR, NA",172,2020-08-23
"PR, NA","PR, NA","PR, NA-PR, NA",18,2020-09-05
"PR, NA","PR, NA","PR, NA-PR, NA",0,2020-09-18
"PR, NA","PR, NA","PR, NA-PR, NA",0,2020-10-01
"PR, NA","PR, NA","PR, NA-PR, NA",6,2020-10-14
"PR, NA","PR, NA","PR, NA-PR, NA",5,2020-10-27
"PR, NA","US, AL","PR, NA-US, AL",0,2020-01-01
"PR, NA","US, AL","PR, NA-US, AL",0,2020-01-15
"PR, NA","US, AL","PR, NA-US, AL",0,2020-01-28
"PR, NA","US, AL","PR, NA-US, AL",0,2020-02-10
"PR, NA","US, AL","PR, NA-US, AL",0,2020-02-23
"PR, NA","US, AL","PR, NA-US, AL",0,2020-03-07
"PR, NA","US, AL","PR, NA-US, AL",0,2020-03-20
"PR, NA","US, AL","PR, NA-US, AL",0,2020-04-02
"PR, NA","US, AL","PR, NA-US, AL",0,2020-04-15
"PR, NA","US, AL","PR, NA-US, AL",0,2020-04-28
"PR, NA","US, AL","PR, NA-US, AL",0,2020-05-11
"PR, NA","US, AL","PR, NA-US, AL",0,2020-05-24
"PR, NA","US, AL","PR, NA-US, AL",0,2020-06-06
"PR, NA","US, AL","PR, NA-US, AL",0,2020-06-19
"PR, NA","US, AL","PR, NA-US, AL",0,2020-07-02
"PR, NA","US, AL","PR, NA-US, AL",0,2020-07-15
"PR, NA","US, AL","PR, NA-US, AL",2,2020-07-28
"PR, NA","US, AL","PR, NA-US, AL",13,2020-08-10
"PR, NA","US, AL","PR, NA-US, AL",2,2020-08-23
"PR, NA","US, AL","PR, NA-US, AL",0,2020-09-05
"PR, NA","US, AL","PR, NA-US, AL",0,2020-09-18
"PR, NA","US, AL","PR, NA-US, AL",0,2020-10-01
"PR, NA","US, AL","PR, NA-US, AL",0,2020-10-14
"PR, NA","US, AL","PR, NA-US, AL",0,2020-10-27
"PR, NA","US, AR","PR, NA-US, AR",0,2020-01-01
"PR, NA","US, AR","PR, NA-US, AR",0,2020-01-15
"PR, NA","US, AR","PR, NA-US, AR",0,2020-01-28
"PR, NA","US, AR","PR, NA-US, AR",0,2020-02-10
"PR, NA","US, AR","PR, NA-US, AR",0,2020-02-23
"PR, NA","US, AR","PR, NA-US, AR",0,2020-03-07
"PR, NA","US, AR","PR, NA-US, AR",0,2020-03-20
"PR, NA","US, AR","PR, NA-US, AR",0,2020-04-02
"PR, NA","US, AR","PR, NA-US, AR",0,2020-04-15
"PR, NA","US, AR","PR, NA-US, AR",0,2020-04-28
"PR, NA","US, AR","PR, NA-US, AR",0,2020-05-11
"PR, NA","US, AR","PR, NA-US, AR",0,2020-05-24
"PR, NA","US, AR","PR, NA-US, AR",0,2020-06-06
"PR, NA","US, AR","PR, NA-US, AR",0,2020-06-19
"PR, NA","US, AR","PR, NA-US, AR",0,2020-07-02
"PR, NA","US, AR","PR, NA-US, AR",0,2020-07-15
"PR, NA","US, AR","PR, NA-US, AR",0,2020-07-28
"PR, NA","US, AR","PR, NA-US, AR",0,2020-08-10
"PR, NA","US, AR","PR, NA-US, AR",0,2020-08-23
"PR, NA","US, AR","PR, NA-US, AR",0,2020-09-05
"PR, NA","US, AR","PR, NA-US, AR",0,2020-09-18
"PR, NA","US, AR","PR, NA-US, AR",0,2020-10-01
"PR, NA","US, AR","PR, NA-US, AR",0,2020-10-14
"PR, NA","US, AR","PR, NA-US, AR",0,2020-10-27
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-01-01
"PR, NA","US, AZ","PR, NA-US, AZ",5,2020-01-15
"PR, NA","US, AZ","PR, NA-US, AZ",18,2020-01-28
"PR, NA","US, AZ","PR, NA-US, AZ",26,2020-02-10
"PR, NA","US, AZ","PR, NA-US, AZ",26,2020-02-23
"PR, NA","US, AZ","PR, NA-US, AZ",25,2020-03-07
"PR, NA","US, AZ","PR, NA-US, AZ",12,2020-03-20
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-04-02
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-04-15
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-04-28
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-05-11
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-05-24
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-06-06
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-06-19
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-07-02
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-07-15
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-07-28
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-08-10
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-08-23
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-09-05
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-09-18
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-10-01
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-10-14
"PR, NA","US, AZ","PR, NA-US, AZ",0,2020-10-27
"PR, NA","US, CA","PR, NA-US, CA",56,2020-01-01
"PR, NA","US, CA","PR, NA-US, CA",46,2020-01-15
"PR, NA","US, CA","PR, NA-US, CA",36,2020-01-28
"PR, NA","US, CA","PR, NA-US, CA",23,2020-02-10
"PR, NA","US, CA","PR, NA-US, CA",9,2020-02-23
"PR, NA","US, CA","PR, NA-US, CA",0,2020-03-07
"PR, NA","US, CA","PR, NA-US, CA",0,2020-03-20
"PR, NA","US, CA","PR, NA-US, CA",0,2020-04-02
"PR, NA","US, CA","PR, NA-US, CA",0,2020-04-15
"PR, NA","US, CA","PR, NA-US, CA",0,2020-04-28
"PR, NA","US, CA","PR, NA-US, CA",0,2020-05-11
"PR, NA","US, CA","PR, NA-US, CA",0,2020-05-24
"PR, NA","US, CA","PR, NA-US, CA",0,2020-06-06
"PR, NA","US, CA","PR, NA-US, CA",0,2020-06-19
"PR, NA","US, CA","PR, NA-US, CA",0,2020-07-02
"PR, NA","US, CA","PR, NA-US, CA",0,2020-07-15
"PR, NA","US, CA","PR, NA-US, CA",0,2020-07-28
"PR, NA","US, CA","PR, NA-US, CA",0,2020-08-10
"PR, NA","US, CA","PR, NA-US, CA",0,2020-08-23
"PR, NA","US, CA","PR, NA-US, CA",0,2020-09-05
"PR, NA","US, CA","PR, NA-US, CA",0,2020-09-18
"PR, NA","US, CA","PR, NA-US, CA",0,2020-10-01
"PR, NA","US, CA","PR, NA-US, CA",0,2020-10-14
"PR, NA","US, CA","PR, NA-US, CA",0,2020-10-27
"PR, NA","US, CO","PR, NA-US, CO",56,2020-01-01
"PR, NA","US, CO","PR, NA-US, CO",37,2020-01-15
"PR, NA","US, CO","PR, NA-US, CO",13,2020-01-28
"PR, NA","US, CO","PR, NA-US, CO",5,2020-02-10
"PR, NA","US, CO","PR, NA-US, CO",34,2020-02-23
"PR, NA","US, CO","PR, NA-US, CO",62,2020-03-07
"PR, NA","US, CO","PR, NA-US, CO",55,2020-03-20
"PR, NA","US, CO","PR, NA-US, CO",21,2020-04-02
"PR, NA","US, CO","PR, NA-US, CO",0,2020-04-15
"PR, NA","US, CO","PR, NA-US, CO",0,2020-04-28
"PR, NA","US, CO","PR, NA-US, CO",1,2020-05-11
"PR, NA","US, CO","PR, NA-US, CO",43,2020-05-24
"PR, NA","US, CO","PR, NA-US, CO",89,2020-06-06
"PR, NA","US, CO","PR, NA-US, CO",64,2020-06-19
"PR, NA","US, CO","PR, NA-US, CO",5,2020-07-02
"PR, NA","US, CO","PR, NA-US, CO",0,2020-07-15
"PR, NA","US, CO","PR, NA-US, CO",36,2020-07-28
"PR, NA","US, CO","PR, NA-US, CO",76,2020-08-10
"PR, NA","US, CO","PR, NA-US, CO",50,2020-08-23
"PR, NA","US, CO","PR, NA-US, CO",3,2020-09-05
"PR, NA","US, CO","PR, NA-US, CO",0,2020-09-18
"PR, NA","US, CO","PR, NA-US, CO",0,2020-10-01
"PR, NA","US, CO","PR, NA-US, CO",0,2020-10-14
"PR, NA","US, CO","PR, NA-US, CO",0,2020-10-27
"PR, NA","US, CT","PR, NA-US, CT",3543,2020-01-01
"PR, NA","US, CT","PR, NA-US, CT",3123,2020-01-15
"PR, NA","US, CT","PR, NA-US, CT",2823,2020-01-28
"PR, NA","US, CT","PR, NA-US, CT",2584,2020-02-10
"PR, NA","US, CT","PR, NA-US, CT",2521,2020-02-23
"PR, NA","US, CT","PR, NA-US, CT",2304,2020-03-07
"PR, NA","US, CT","PR, NA-US, CT",1563,2020-03-20
"PR, NA","US, CT","PR, NA-US, CT",517,2020-04-02
"PR, NA","US, CT","PR, NA-US, CT",12,2020-04-15
"PR, NA","US, CT","PR, NA-US, CT",0,2020-04-28
"PR, NA","US, CT","PR, NA-US, CT",18,2020-05-11
"PR, NA","US, CT","PR, NA-US, CT",111,2020-05-24
"PR, NA","US, CT","PR, NA-US, CT",338,2020-06-06
"PR, NA","US, CT","PR, NA-US, CT",886,2020-06-19
"PR, NA","US, CT","PR, NA-US, CT",1580,2020-07-02
"PR, NA","US, CT","PR, NA-US, CT",1801,2020-07-15
"PR, NA","US, CT","PR, NA-US, CT",1456,2020-07-28
"PR, NA","US, CT","PR, NA-US, CT",918,2020-08-10
"PR, NA","US, CT","PR, NA-US, CT",414,2020-08-23
"PR, NA","US, CT","PR, NA-US, CT",47,2020-09-05
"PR, NA","US, CT","PR, NA-US, CT",0,2020-09-18
"PR, NA","US, CT","PR, NA-US, CT",0,2020-10-01
"PR, NA","US, CT","PR, NA-US, CT",19,2020-10-14
"PR, NA","US, CT","PR, NA-US, CT",15,2020-10-27
"PR, NA","US, DC","PR, NA-US, DC",4130,2020-01-01
"PR, NA","US, DC","PR, NA-US, DC",3843,2020-01-15
"PR, NA","US, DC","PR, NA-US, DC",3843,2020-01-28
"PR, NA","US, DC","PR, NA-US, DC",3732,2020-02-10
"PR, NA","US, DC","PR, NA-US, DC",3430,2020-02-23
"PR, NA","US, DC","PR, NA-US, DC",2805,2020-03-07
"PR, NA","US, DC","PR, NA-US, DC",1696,2020-03-20
"PR, NA","US, DC","PR, NA-US, DC",375,2020-04-02
"PR, NA","US, DC","PR, NA-US, DC",0,2020-04-15
"PR, NA","US, DC","PR, NA-US, DC",0,2020-04-28
"PR, NA","US, DC","PR, NA-US, DC",43,2020-05-11
"PR, NA","US, DC","PR, NA-US, DC",128,2020-05-24
"PR, NA","US, DC","PR, NA-US, DC",183,2020-06-06
"PR, NA","US, DC","PR, NA-US, DC",343,2020-06-19
"PR, NA","US, DC","PR, NA-US, DC",572,2020-07-02
"PR, NA","US, DC","PR, NA-US, DC",699,2020-07-15
"PR, NA","US, DC","PR, NA-US, DC",692,2020-07-28
"PR, NA","US, DC","PR, NA-US, DC",553,2020-08-10
"PR, NA","US, DC","PR, NA-US, DC",294,2020-08-23
"PR, NA","US, DC","PR, NA-US, DC",34,2020-09-05
"PR, NA","US, DC","PR, NA-US, DC",0,2020-09-18
"PR, NA","US, DC","PR, NA-US, DC",0,2020-10-01
"PR, NA","US, DC","PR, NA-US, DC",13,2020-10-14
"PR, NA","US, DC","PR, NA-US, DC",10,2020-10-27
"PR, NA","US, FL","PR, NA-US, FL",86710,2020-01-01
"PR, NA","US, FL","PR, NA-US, FL",77367,2020-01-15
"PR, NA","US, FL","PR, NA-US, FL",71522,2020-01-28
"PR, NA","US, FL","PR, NA-US, FL",64567,2020-02-10
"PR, NA","US, FL","PR, NA-US, FL",57366,2020-02-23
"PR, NA","US, FL","PR, NA-US, FL",46719,2020-03-07
"PR, NA","US, FL","PR, NA-US, FL",29071,2020-03-20
"PR, NA","US, FL","PR, NA-US, FL",8627,2020-04-02
"PR, NA","US, FL","PR, NA-US, FL",171,2020-04-15
"PR, NA","US, FL","PR, NA-US, FL",3014,2020-04-28
"PR, NA","US, FL","PR, NA-US, FL",10057,2020-05-11
"PR, NA","US, FL","PR, NA-US, FL",16056,2020-05-24
"PR, NA","US, FL","PR, NA-US, FL",21178,2020-06-06
"PR, NA","US, FL","PR, NA-US, FL",25728,2020-06-19
"PR, NA","US, FL","PR, NA-US, FL",29511,2020-07-02
"PR, NA","US, FL","PR, NA-US, FL",31888,2020-07-15
"PR, NA","US, FL","PR, NA-US, FL",32396,2020-07-28
"PR, NA","US, FL","PR, NA-US, FL",27470,2020-08-10
"PR, NA","US, FL","PR, NA-US, FL",15041,2020-08-23
"PR, NA","US, FL","PR, NA-US, FL",1857,2020-09-05
"PR, NA","US, FL","PR, NA-US, FL",0,2020-09-18
"PR, NA","US, FL","PR, NA-US, FL",0,2020-10-01
"PR, NA","US, FL","PR, NA-US, FL",935,2020-10-14
"PR, NA","US, FL","PR, NA-US, FL",648,2020-10-27
"PR, NA","US, GA","PR, NA-US, GA",11532,2020-01-01
"PR, NA","US, GA","PR, NA-US, GA",10640,2020-01-15
"PR, NA","US, GA","PR, NA-US, GA",10481,2020-01-28
"PR, NA","US, GA","PR, NA-US, GA",9968,2020-02-10
"PR, NA","US, GA","PR, NA-US, GA",8924,2020-02-23
"PR, NA","US, GA","PR, NA-US, GA",7111,2020-03-07
"PR, NA","US, GA","PR, NA-US, GA",4278,2020-03-20
"PR, NA","US, GA","PR, NA-US, GA",1080,2020-04-02
"PR, NA","US, GA","PR, NA-US, GA",0,2020-04-15
"PR, NA","US, GA","PR, NA-US, GA",270,2020-04-28
"PR, NA","US, GA","PR, NA-US, GA",954,2020-05-11
"PR, NA","US, GA","PR, NA-US, GA",996,2020-05-24
"PR, NA","US, GA","PR, NA-US, GA",824,2020-06-06
"PR, NA","US, GA","PR, NA-US, GA",1092,2020-06-19
"PR, NA","US, GA","PR, NA-US, GA",1728,2020-07-02
"PR, NA","US, GA","PR, NA-US, GA",2360,2020-07-15
"PR, NA","US, GA","PR, NA-US, GA",2854,2020-07-28
"PR, NA","US, GA","PR, NA-US, GA",2687,2020-08-10
"PR, NA","US, GA","PR, NA-US, GA",1540,2020-08-23
"PR, NA","US, GA","PR, NA-US, GA",190,2020-09-05
"PR, NA","US, GA","PR, NA-US, GA",0,2020-09-18
"PR, NA","US, GA","PR, NA-US, GA",0,2020-10-01
"PR, NA","US, GA","PR, NA-US, GA",91,2020-10-14
"PR, NA","US, GA","PR, NA-US, GA",64,2020-10-27
"PR, NA","US, IA","PR, NA-US, IA",0,2020-01-01
"PR, NA","US, IA","PR, NA-US, IA",0,2020-01-15
"PR, NA","US, IA","PR, NA-US, IA",0,2020-01-28
"PR, NA","US, IA","PR, NA-US, IA",0,2020-02-10
"PR, NA","US, IA","PR, NA-US, IA",0,2020-02-23
"PR, NA","US, IA","PR, NA-US, IA",0,2020-03-07
"PR, NA","US, IA","PR, NA-US, IA",0,2020-03-20
"PR, NA","US, IA","PR, NA-US, IA",0,2020-04-02
"PR, NA","US, IA","PR, NA-US, IA",0,2020-04-15
"PR, NA","US, IA","PR, NA-US, IA",0,2020-04-28
"PR, NA","US, IA","PR, NA-US, IA",0,2020-05-11
"PR, NA","US, IA","PR, NA-US, IA",0,2020-05-24
"PR, NA","US, IA","PR, NA-US, IA",0,2020-06-06
"PR, NA","US, IA","PR, NA-US, IA",0,2020-06-19
"PR, NA","US, IA","PR, NA-US, IA",0,2020-07-02
"PR, NA","US, IA","PR, NA-US, IA",0,2020-07-15
"PR, NA","US, IA","PR, NA-US, IA",0,2020-07-28
"PR, NA","US, IA","PR, NA-US, IA",0,2020-08-10
